"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value","Population","Violence_per_million_people"
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,11,1882408,5.84357907531205
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10,1882408,5.31234461392004
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7,1882408,3.71864122974403
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,6,1882408,3.18740676835203
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,9,1882408,4.78111015252804
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,1882408,5.84357907531205
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,3,1882408,1.59370338417601
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,6,1882408,3.18740676835203
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7,1882408,3.71864122974403
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14,1882408,7.43728245948806
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,2,1882408,1.06246892278401
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,8,1882408,4.24987569113603
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10,1882408,5.31234461392004
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14,1882408,7.43728245948806
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,5,1882408,2.65617230696002
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,9,1882408,4.78111015252804
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,8,1882408,4.24987569113603
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10,1882408,5.31234461392004
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,0,1882408,0
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,7,1882408,3.71864122974403
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,13,1882408,6.90604799809606
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12,1882408,6.37481353670405
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,1,1882408,0.531234461392004
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,12,1882408,6.37481353670405
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10,1882408,5.31234461392004
"lebanon","2019-10",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,58,6819976,8.50442875458799
"lebanon","2019-11",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,59,6819976,8.65105683656365
"lebanon","2019-12",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,60,6819976,8.7976849185393
"lebanon","2020-01",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,31,6819976,4.54547054124531
"lebanon","2020-02",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,55,6819976,8.06454450866103
"lebanon","2020-03",16,30,1.91489476,0,66,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,45,6819976,6.59826368890448
"lebanon","2020-04",30,60,2.26305742,0,86,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,68,6819976,9.97070957434454
"lebanon","2020-05",31,38,0.34816268,0,67,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1,6819976,0.146628081975655
"lebanon","2020-06",30,30,1.39265072,0,60,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1,6819976,0.146628081975655
"lebanon","2020-07",21,23,4.00387086,0,69,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1,6819976,0.146628081975655
"lebanon","2020-08",21,53,17.93037826,0,50,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,NA,6819976,NA
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,636,2715340,234.2248116258
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,597,2715340,219.861969403463
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,114,2715340,41.9836926499076
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,473,2715340,174.195496696546
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,636,2715340,234.2248116258
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,603,2715340,222.071637437669
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,111,2715340,40.8788586328047
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,389,2715340,143.260144217667
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,896,2715340,329.977093108045
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,830,2715340,305.670744731783
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,142,2715340,52.295476809534
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,465,2715340,171.249272650939
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,620,2715340,228.332363534585
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,581,2715340,213.969521312248
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,201,2715340,74.0238791458897
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,541,2715340,199.23840108421
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,622,2715340,229.068919545987
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,592,2715340,218.020579374959
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,130,2715340,47.8761407411227
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,443,2715340,163.147156525518
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,691,2715340,254.480101939352
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,652,2715340,240.117259717015
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,125,2715340,46.0347507126179
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,435,2715340,160.20093247991
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,712,2715340,262.213940059072
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,672,2715340,247.482819831034
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,131,2715340,48.2444187468236
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,403,2715340,148.41603629748
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,719,2715340,264.791886098978
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,677,2715340,249.324209859539
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,155,2715340,57.0830908836462
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,513,2715340,188.926616924584
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,927,2715340,341.393711284775
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,861,2715340,317.087362908512
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,203,2715340,74.7604351572915
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,647,2715340,238.27586968851
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,802,2715340,295.358960572157
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,758,2715340,279.154728321315
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,158,2715340,58.1879249007491
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,576,2715340,212.128131283743
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,867,2715340,319.297030942718
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,817,2715340,300.883130657671
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,204,2715340,75.1287131629925
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,551,2715340,202.92118114122
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,54,542151,99.6032470658543
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,3,542151,5.5335137258808
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,9,542151,16.6005411776424
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,31,542151,57.1796418341016
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,32,542151,59.0241464093952
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,8,542151,14.7560366023488
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,2,542151,3.6890091505872
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,11,542151,20.2895503282296
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,47,542151,86.6917150387992
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,6,542151,11.0670274517616
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,10,542151,18.445045752936
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,21,542151,38.7345960811656
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,56,542151,103.292256216442
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,12,542151,22.1340549035232
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,2,542151,3.6890091505872
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,16,542151,29.5120732046976
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,66,542151,121.737301969378
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,16,542151,29.5120732046976
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,9,542151,16.6005411776424
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,17,542151,31.3565777799912
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,64,542151,118.04829281879
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,10,542151,18.445045752936
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,10,542151,18.445045752936
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,13,542151,23.9785594788168
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,36,542151,66.4021647105696
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,4,542151,7.3780183011744
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,7,542151,12.9115320270552
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,12,542151,22.1340549035232
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,542151,NA
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA,542151,NA
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,542151,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA,542151,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,542151,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA,542151,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,542151,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA,542151,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA,542151,NA
"mongolia","2019-10",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,22,3287242,6.69254043359144
"mongolia","2019-10",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,6,3287242,1.82523830007039
"mongolia","2019-10",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,10,3287242,3.04206383345066
"mongolia","2019-11",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,32,3287242,9.7346042670421
"mongolia","2019-11",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,9,3287242,2.73785745010559
"mongolia","2019-11",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,19,3287242,5.77992128355625
"mongolia","2019-12",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,25,3287242,7.60515958362664
"mongolia","2019-12",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,10,3287242,3.04206383345066
"mongolia","2019-12",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,15,3287242,4.56309575017598
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,17,3287242,5.17150851686611
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,8,3287242,2.43365106676052
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,7,3287242,2.12944468341546
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,15,3287242,4.56309575017598
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,9,3287242,2.73785745010559
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,5,3287242,1.52103191672533
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,3287242,3.34627021679572
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,5,3287242,1.52103191672533
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,4,3287242,1.21682553338026
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18,3287242,5.47571490021118
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,5,3287242,1.52103191672533
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,8,3287242,2.43365106676052
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,21,3287242,6.38833405024638
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,7,3287242,2.12944468341546
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,13,3287242,3.95468298348585
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18,3287242,5.47571490021118
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,7,3287242,2.12944468341546
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,11,3287242,3.34627021679572
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,25,3287242,7.60515958362664
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,11,3287242,3.34627021679572
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,14,3287242,4.25888936683092
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,17,3287242,5.17150851686611
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,12,3287242,3.65047660014079
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,5,3287242,1.52103191672533
"myanmar","2019-10",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,19,54473253,0.348795031572651
"myanmar","2019-10",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,19,54473253,0.348795031572651
"myanmar","2019-11",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,27,54473253,0.495656097497978
"myanmar","2019-11",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,27,54473253,0.495656097497978
"myanmar","2019-12",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18,54473253,0.330437398331985
"myanmar","2019-12",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,18,54473253,0.330437398331985
"myanmar","2020-01",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,54473253,0.201933965647324
"myanmar","2020-01",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,11,54473253,0.201933965647324
"myanmar","2020-02",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,19,54473253,0.348795031572651
"myanmar","2020-02",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,19,54473253,0.348795031572651
"myanmar","2020-03",0,0,0.018602319,0,12,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,22,54473253,0.403867931294648
"myanmar","2020-03",0,0,0.018602319,0,12,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,22,54473253,0.403867931294648
"myanmar","2020-04",27,44,0.093011595,3,81,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,35,54473253,0.642517163423304
"myanmar","2020-04",27,44,0.093011595,3,81,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,35,54473253,0.642517163423304
"myanmar","2020-05",31,62,0,15,75,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,27,54473253,0.495656097497978
"myanmar","2020-05",31,62,0,15,75,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,27,54473253,0.495656097497978
"myanmar","2020-06",30,60,0,0,60,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,35,54473253,0.642517163423304
"myanmar","2020-06",30,60,0,0,60,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,35,54473253,0.642517163423304
"myanmar","2020-07",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,43,54473253,0.789378229348631
"myanmar","2020-07",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,43,54473253,0.789378229348631
