"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value"
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,592
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,130
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,443
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,691
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,652
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,125
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,435
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,712
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,672
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,131
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,403
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,719
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,677
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,155
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,513
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,927
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,861
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,203
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,647
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,802
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,758
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,158
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,576
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,867
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,817
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,204
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,551
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,54
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,3
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,9
"maldives","2019-10",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,31
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,32
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,8
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,2
"maldives","2019-11",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,11
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,47
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,6
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,10
"maldives","2019-12",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,21
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,56
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,12
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,2
"maldives","2020-01",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,16
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,66
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,16
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,9
"maldives","2020-02",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,17
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,64
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,10
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,10
"maldives","2020-03",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,13
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,36
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,4
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,7
"maldives","2020-04",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,12
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"maldives","2020-05",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"maldives","2020-06",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"maldives","2020-07",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Sexual violence by IPFM* (domestic violence): Female victims",4,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"maldives","2020-08",NA,NA,NA,NA,NA,"Asia","Southern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"mongolia","2019-10",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,22
"mongolia","2019-10",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,6
"mongolia","2019-10",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,10
"mongolia","2019-11",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,32
"mongolia","2019-11",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,9
"mongolia","2019-11",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,19
"mongolia","2019-12",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,25
"mongolia","2019-12",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,10
"mongolia","2019-12",NA,NA,NA,NA,NA,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,15
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,17
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,8
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,7
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,15
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,9
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,5
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,4
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,8
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,21
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,13
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,11
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,25
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,11
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,14
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,17
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,12
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,5
"myanmar","2019-10",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,19
"myanmar","2019-10",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,19
"myanmar","2019-11",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,27
"myanmar","2019-11",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,27
"myanmar","2019-12",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18
"myanmar","2019-12",NA,NA,NA,NA,NA,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,18
"myanmar","2020-01",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11
"myanmar","2020-01",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,11
"myanmar","2020-02",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,19
"myanmar","2020-02",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,19
"myanmar","2020-03",0,0,0.018602319,0,12,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,22
"myanmar","2020-03",0,0,0.018602319,0,12,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,22
"myanmar","2020-04",27,44,0.093011595,3,81,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,35
"myanmar","2020-04",27,44,0.093011595,3,81,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,35
"myanmar","2020-05",31,62,0,15,75,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,27
"myanmar","2020-05",31,62,0,15,75,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,27
"myanmar","2020-06",30,60,0,0,60,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,35
"myanmar","2020-06",30,60,0,0,60,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,35
"myanmar","2020-07",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,43
"myanmar","2020-07",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,43
"myanmar","2020-08",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18
"myanmar","2020-08",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,18
"namibia","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,228
"namibia","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"namibia","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,31
"namibia","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,178
"namibia","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,247
"namibia","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"namibia","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,52
"namibia","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,176
"namibia","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,264
"namibia","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"namibia","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,52
"namibia","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,194
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,207
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,37
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,155
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,192
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,1
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,30
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,148
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,200
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,6
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,39
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,139
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,94
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,4
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,27
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,59
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,89
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,3
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,14
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,66
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,134
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,28
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,88
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,156
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,29
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,111
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,177
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,28
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,128
"new zealand","2019-10",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1000
"new zealand","2019-10",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,39
"new zealand","2019-10",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,202
"new zealand","2019-10",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,753
"new zealand","2019-11",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1127
"new zealand","2019-11",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,69
"new zealand","2019-11",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,222
"new zealand","2019-11",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,830
"new zealand","2019-12",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1188
"new zealand","2019-12",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,54
"new zealand","2019-12",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,237
"new zealand","2019-12",NA,NA,NA,NA,NA,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,893
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1055
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,32
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,198
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,820
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,979
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,39
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,222
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,717
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,991
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,33
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,202
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,754
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,824
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,21
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,167
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,635
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,803
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,26
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,156
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,618
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,820
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,26
