"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value","norm_lockdown","norm_income","norm_workplace","norm_death","norm_violence","Month_date"
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,677,1.05378530209759,1.59360927655394,0.834799718773832,-0.227853377040528,-0.0317408070144444,2020-05-01
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,155,1.05378530209759,1.59360927655394,0.834799718773832,-0.227853377040528,-0.315914422417019,2020-05-01
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,513,1.05378530209759,1.59360927655394,0.834799718773832,-0.227853377040528,-0.121021406489583,2020-05-01
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,927,-0.0170501962849255,1.51394814795163,-0.16890889251455,-0.287112366754301,0.104357667795218,2020-06-01
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,861,-0.0170501962849255,1.51394814795163,-0.16890889251455,-0.287112366754301,0.0684276704454668,2020-06-01
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,203,-0.0170501962849255,1.51394814795163,-0.16890889251455,-0.287112366754301,-0.289783515253564,2020-06-01
"lithuania","2020-06",16,16,2.4850259,60,32,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,647,-0.0170501962849255,1.51394814795163,-0.16890889251455,-0.287112366754301,-0.0480726239916039,2020-06-01
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,802,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.306865363325559,0.0363084303903865,2020-07-01
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,758,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.306865363325559,0.012355098823886,2020-07-01
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,158,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.306865363325559,-0.314281240719303,2020-07-01
"lithuania","2020-07",0,0,0.7100074,62,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,576,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.306865363325559,-0.0867245908375479,2020-07-01
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,867,0.625451102744582,1.59360927655394,-0.403107568481839,-0.291062966068553,0.0716940338408986,2020-08-01
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,817,0.625451102744582,1.59360927655394,-0.403107568481839,-0.291062966068553,0.0444743388789663,2020-08-01
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,204,0.625451102744582,1.59360927655394,-0.403107568481839,-0.291062966068553,-0.289239121354325,2020-08-01
"lithuania","2020-08",25,25,2.1300222,62,25,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,551,0.625451102744582,1.59360927655394,-0.403107568481839,-0.291062966068553,-0.100334438318514,2020-08-01
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,17,-0.802329561765435,-0.875885710117612,-0.90496187412603,-0.314766561954062,-0.391040780511952,2020-01-01
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,8,-0.802329561765435,-0.875885710117612,-0.90496187412603,-0.314766561954062,-0.3959403256051,2020-01-01
"mongolia","2020-01",5,5,0,0,10,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,7,-0.802329561765435,-0.875885710117612,-0.90496187412603,-0.314766561954062,-0.396484719504339,2020-01-01
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,15,0.911007235646585,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.392129568310429,2020-02-01
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,9,0.911007235646585,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.395395931705861,2020-02-01
"mongolia","2020-02",29,29,0,0,58,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,5,0.911007235646585,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.397573507302816,2020-02-01
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.394307143907384,2020-03-01
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,5,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.397573507302816,2020-03-01
"mongolia","2020-03",31,31,0,0,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,4,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.398117901202054,2020-03-01
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.390496386612713,2020-04-01
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,5,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.397573507302816,2020-04-01
"mongolia","2020-04",30,30,0,0,60,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,8,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.3959403256051,2020-04-01
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,21,1.05378530209759,-0.875885710117612,0.93517057990267,-0.314766561954062,-0.388863204914997,2020-05-01
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,7,1.05378530209759,-0.875885710117612,0.93517057990267,-0.314766561954062,-0.396484719504339,2020-05-01
"mongolia","2020-05",31,31,0,0,65,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,13,1.05378530209759,-0.875885710117612,0.93517057990267,-0.314766561954062,-0.393218356108907,2020-05-01
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18,-1.15927472789294,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.390496386612713,2020-06-01
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,7,-1.15927472789294,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.396484719504339,2020-06-01
"mongolia","2020-06",0,0,0,0,60,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,11,-1.15927472789294,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.394307143907384,2020-06-01
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,25,-1.15927472789294,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.386685629318043,2020-07-01
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,11,-1.15927472789294,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.394307143907384,2020-07-01
"mongolia","2020-07",0,0,0,0,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,14,-1.15927472789294,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.392673962209668,2020-07-01
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,17,-1.15927472789294,0.199539526013549,0.834799718773832,-0.314766561954062,-0.391040780511952,2020-08-01
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,12,-1.15927472789294,0.199539526013549,0.834799718773832,-0.314766561954062,-0.393762750008145,2020-08-01
"mongolia","2020-08",0,0,0,27,62,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",0,5,-1.15927472789294,0.199539526013549,0.834799718773832,-0.314766561954062,-0.397573507302816,2020-08-01
"myanmar","2020-01",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.394307143907384,2020-01-01
"myanmar","2020-01",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,11,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.394307143907384,2020-01-01
"myanmar","2020-02",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,19,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.389951992713475,2020-02-01
"myanmar","2020-02",0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,19,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.389951992713475,2020-02-01
"myanmar","2020-03",0,0,0.018602319,0,12,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,22,-1.15927472789294,-0.875885710117612,-0.838047966706804,-0.314559549157619,-0.388318811015759,2020-03-01
"myanmar","2020-03",0,0,0.018602319,0,12,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,22,-1.15927472789294,-0.875885710117612,-0.838047966706804,-0.314559549157619,-0.388318811015759,2020-03-01
"myanmar","2020-04",27,44,0.093011595,3,81,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,35,0.768229169195584,-0.756394017214149,1.47048183925647,-0.313731497971843,-0.381241690325656,2020-04-01
"myanmar","2020-04",27,44,0.093011595,3,81,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,35,0.768229169195584,-0.756394017214149,1.47048183925647,-0.313731497971843,-0.381241690325656,2020-04-01
"myanmar","2020-05",31,62,0,15,75,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,27,1.05378530209759,-0.2784272456003,1.2697401169988,-0.314766561954062,-0.385596841519566,2020-05-01
"myanmar","2020-05",31,62,0,15,75,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,27,1.05378530209759,-0.2784272456003,1.2697401169988,-0.314766561954062,-0.385596841519566,2020-05-01
"myanmar","2020-06",30,60,0,0,60,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,35,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.381241690325656,2020-06-01
"myanmar","2020-06",30,60,0,0,60,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,35,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.381241690325656,2020-06-01
"myanmar","2020-07",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,43,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.376886539131747,2020-07-01
"myanmar","2020-07",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,43,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.376886539131747,2020-07-01
"myanmar","2020-08",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,18,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.390496386612713,2020-08-01
"myanmar","2020-08",31,62,0,0,62,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",0,18,1.05378530209759,-0.875885710117612,0.834799718773832,-0.314766561954062,-0.390496386612713,2020-08-01
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,207,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.287605939656609,2020-01-01
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.397573507302816,2020-01-01
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,37,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.380152902527179,2020-01-01
"namibia","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,155,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.315914422417019,2020-01-01
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,192,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.295771848145189,2020-02-01
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,1,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.39975108289977,2020-02-01
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,30,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.38396365982185,2020-02-01
"namibia","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,148,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.319725179711689,2020-02-01
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,200,-0.802329561765435,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.291416696951279,2020-03-01
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,6,-0.802329561765435,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.397029113403577,2020-03-01
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,39,-0.802329561765435,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.379064114728702,2020-03-01
"namibia","2020-03",5,10,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,139,-0.802329561765435,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.324624724804837,2020-03-01
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,94,0.982396268872086,-0.796224581515304,-0.771134059287579,-0.314766561954062,-0.349122450270576,2020-04-01
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,4,0.982396268872086,-0.796224581515304,-0.771134059287579,-0.314766561954062,-0.398117901202054,2020-04-01
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,27,0.982396268872086,-0.796224581515304,-0.771134059287579,-0.314766561954062,-0.385596841519566,2020-04-01
"namibia","2020-04",30,60,0,2,14,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,59,0.982396268872086,-0.796224581515304,-0.771134059287579,-0.314766561954062,-0.368176236743929,2020-04-01
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,89,1.05378530209759,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.351844419766769,2020-05-01
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,3,1.05378530209759,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.398662295101293,2020-05-01
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,14,1.05378530209759,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.392673962209668,2020-05-01
"namibia","2020-05",31,37,0,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,66,1.05378530209759,-0.875885710117612,0.700971903935381,-0.314766561954062,-0.364365479449258,2020-05-01
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,134,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.32734669430103,2020-06-01
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,7,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.396484719504339,2020-06-01
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,28,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.385052447620327,2020-06-01
"namibia","2020-06",30,30,0,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,88,0.982396268872086,-0.875885710117612,0.767885811354607,-0.314766561954062,-0.352388813666008,2020-06-01
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,156,1.05378530209759,-0.875885710117612,0.834799718773832,-0.280106367938691,-0.31537002851778,2020-07-01
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,7,1.05378530209759,-0.875885710117612,0.834799718773832,-0.280106367938691,-0.396484719504339,2020-07-01
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,29,1.05378530209759,-0.875885710117612,0.834799718773832,-0.280106367938691,-0.384508053721088,2020-07-01
"namibia","2020-07",31,31,3.11459,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,111,1.05378530209759,-0.875885710117612,0.834799718773832,-0.280106367938691,-0.339867753983519,2020-07-01
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,177,1.05378530209759,-0.875885710117612,0.834799718773832,-0.0374850103875048,-0.303937756633768,2020-08-01
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,5,1.05378530209759,-0.875885710117612,0.834799718773832,-0.0374850103875048,-0.397573507302816,2020-08-01
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,28,1.05378530209759,-0.875885710117612,0.834799718773832,-0.0374850103875048,-0.385052447620327,2020-08-01
"namibia","2020-08",31,31,24.91671995,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,128,1.05378530209759,-0.875885710117612,0.834799718773832,-0.0374850103875048,-0.330613057696462,2020-08-01
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,1055,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.174040086897764,2020-01-01
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,32,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.382874872023372,2020-01-01
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,198,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.292505484749757,2020-01-01
"new zealand","2020-01",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,820,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.0461075205766822,2020-01-01
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,979,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.132666150555627,2020-02-01
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,39,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.379064114728702,2020-02-01
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,222,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.279440031168029,2020-02-01
"new zealand","2020-02",0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,717,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.00996505104489853,2020-02-01
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,991,-0.37399536241243,0.319031218917011,-0.336193661062613,-0.312598006556922,0.139198877346491,2020-03-01
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,33,-0.37399536241243,0.319031218917011,-0.336193661062613,-0.312598006556922,-0.382330478124134,2020-03-01
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,202,-0.37399536241243,0.319031218917011,-0.336193661062613,-0.312598006556922,-0.290327909152802,2020-03-01
"new zealand","2020-03",11,20,0.19486795,30,27,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,754,-0.37399536241243,0.319031218917011,-0.336193661062613,-0.312598006556922,0.0101775232269314,2020-03-01
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,824,0.982396268872086,1.51394814795163,1.67122356151415,-0.275732564805545,0.0482850961736368,2020-04-01
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,21,0.982396268872086,1.51394814795163,1.67122356151415,-0.275732564805545,-0.388863204914997,2020-04-01
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,167,0.982396268872086,1.51394814795163,1.67122356151415,-0.275732564805545,-0.309381695626155,2020-04-01
"new zealand","2020-04",30,60,3.5076231,60,87,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,635,0.982396268872086,1.51394814795163,1.67122356151415,-0.275732564805545,-0.0546053507824677,2020-04-01
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,803,-0.231217295961428,1.59360927655394,-0.369650614772226,-0.308260895762643,0.0368528242896252,2020-05-01
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,26,-0.231217295961428,1.59360927655394,-0.369650614772226,-0.308260895762643,-0.386141235418804,2020-05-01
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,156,-0.231217295961428,1.59360927655394,-0.369650614772226,-0.308260895762643,-0.31537002851778,2020-05-01
"new zealand","2020-05",13,26,0.58460385,62,26,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,618,-0.231217295961428,1.59360927655394,-0.369650614772226,-0.308260895762643,-0.0638600470695247,2020-05-01
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,820,-1.15927472789294,1.51394814795163,-1.23953141122216,-0.314766561954062,0.0461075205766822,2020-06-01
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,26,-1.15927472789294,1.51394814795163,-1.23953141122216,-0.314766561954062,-0.386141235418804,2020-06-01
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,176,-1.15927472789294,1.51394814795163,-1.23953141122216,-0.314766561954062,-0.304482150533007,2020-06-01
"new zealand","2020-06",0,0,0,60,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,616,-1.15927472789294,1.51394814795163,-1.23953141122216,-0.314766561954062,-0.064948834868002,2020-06-01
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,784,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.314766561954062,0.0265093402040909,2020-07-01
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,18,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.314766561954062,-0.390496386612713,2020-07-01
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",0,144,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.314766561954062,-0.321902755308644,2020-07-01
"new zealand","2020-07",0,0,0,62,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",0,622,-1.15927472789294,1.59360927655394,-1.23953141122216,-0.314766561954062,-0.0616824714725701,2020-07-01
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,631,0.197116903391577,1.59360927655394,0.700971903935381,-0.314766561954062,-0.0567829263794222,2020-08-01
"new zealand","2020-08",19,38,0,62,58,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",0,10,0.197116903391577,1.59360927655394,0.700971903935381,-0.314766561954062,-0.394851537806623,2020-08-01
