"Entity","Month","Total_lockdown_length","Total_stay_at_home_requirements","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","previous_month_connected_lockdown","long_lockdown","Region","Sub.region","Indicator","Violence_Value","Population","Violence_per_million_people","lockdown_intensity_per_day","dv_percent_change_prev","pre_march_avg_dv","dv_percent_change_baseline","lag_deaths_per_million","lag_violence"
"lithuania","2020-07",0,0,0,0.7100074,62,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",802,2715340,295.358960572157,0,-0.134843581445523,251.165599888043,0.175953079178887,2.4850259,238.27586968851
"lithuania","2020-07",0,0,0,0.7100074,62,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",758,2715340,279.154728321315,0,-0.119628339140534,235.918890452024,0.183265688417108,0.7100074,295.358960572157
"lithuania","2020-07",0,0,0,0.7100074,62,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",158,2715340,58.1879249007491,0,-0.22167487684729,51.4116095958517,0.131805157593123,0.7100074,279.154728321315
"lithuania","2020-07",0,0,0,0.7100074,62,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",576,2715340,212.128131283743,0,-0.109737248840804,170.218094234976,0.246213760276934,0.7100074,58.1879249007491
"lithuania","2020-08",0,25,25,2.1300222,62,25,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",867,2715340,319.297030942718,1,0.0810473815461334,251.165599888043,0.271260997067449,0.7100074,212.128131283743
"lithuania","2020-08",0,25,25,2.1300222,62,25,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",817,2715340,300.883130657671,1,0.0778364116094999,235.918890452024,0.275366843584141,2.1300222,319.297030942718
"lithuania","2020-08",0,25,25,2.1300222,62,25,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",204,2715340,75.1287131629925,1,0.291139240506329,51.4116095958517,0.461318051575931,2.1300222,300.883130657671
"lithuania","2020-08",0,25,25,2.1300222,62,25,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",551,2715340,202.92118114122,1,-0.0434027777777751,170.218094234976,0.192124621376029,2.1300222,75.1287131629925
"mongolia","2019-10",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",22,3287242,6.69254043359144,0,0,6.75338171026045,-0.00900900900900912,0,0
"mongolia","2019-10",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",6,3287242,1.82523830007039,0,0,2.55533362009855,-0.285714285714287,0,6.69254043359144
"mongolia","2019-10",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",10,3287242,3.04206383345066,0,0,3.40711149346474,-0.107142857142856,0,1.82523830007039
"mongolia","2019-11",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",32,3287242,9.7346042670421,0,0.454545454545455,6.75338171026045,0.441441441441442,0,3.04206383345066
"mongolia","2019-11",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",9,3287242,2.73785745010559,0,0.500000000000003,2.55533362009855,0.0714285714285718,0,9.7346042670421
"mongolia","2019-11",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",19,3287242,5.77992128355625,0,0.899999999999999,3.40711149346474,0.696428571428572,0,2.73785745010559
"mongolia","2019-12",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",25,3287242,7.60515958362664,0,-0.21875,6.75338171026045,0.126126126126126,0,5.77992128355625
"mongolia","2019-12",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",10,3287242,3.04206383345066,0,0.111111111111113,2.55533362009855,0.190476190476192,0,7.60515958362664
"mongolia","2019-12",0,0,0,0,0,0,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",15,3287242,4.56309575017598,0,-0.210526315789475,3.40711149346474,0.339285714285712,0,3.04206383345066
"mongolia","2020-01",0,5,5,0,0,10,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",17,3287242,5.17150851686611,1,-0.320000000000001,6.75338171026045,-0.234234234234235,0,4.56309575017598
"mongolia","2020-01",0,5,5,0,0,10,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",8,3287242,2.43365106676052,1,-0.200000000000003,2.55533362009855,-0.0476190476190491,0,5.17150851686611
"mongolia","2020-01",0,5,5,0,0,10,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",7,3287242,2.12944468341546,1,-0.533333333333333,3.40711149346474,-0.375,0,2.43365106676052
"mongolia","2020-02",0,29,29,0,0,58,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",15,3287242,4.56309575017598,1,-0.117647058823529,6.75338171026045,-0.324324324324325,0,2.12944468341546
"mongolia","2020-02",0,29,29,0,0,58,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",9,3287242,2.73785745010559,1,0.125000000000002,2.55533362009855,0.0714285714285718,0,4.56309575017598
"mongolia","2020-02",0,29,29,0,0,58,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",5,3287242,1.52103191672533,1,-0.285714285714285,3.40711149346474,-0.553571428571428,0,2.73785745010559
"mongolia","2020-03",0,31,31,0,0,62,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",11,3287242,3.34627021679572,1,-0.266666666666666,6.75338171026045,-0.504504504504505,0,1.52103191672533
"mongolia","2020-03",0,31,31,0,0,62,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",5,3287242,1.52103191672533,1,-0.444444444444444,2.55533362009855,-0.404761904761904,0,3.34627021679572
"mongolia","2020-03",0,31,31,0,0,62,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",4,3287242,1.21682553338026,1,-0.200000000000003,3.40711149346474,-0.642857142857144,0,1.52103191672533
"mongolia","2020-04",0,30,30,0,0,60,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",18,3287242,5.47571490021118,1,0.636363636363637,6.75338171026045,-0.189189189189189,0,1.21682553338026
"mongolia","2020-04",0,30,30,0,0,60,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",5,3287242,1.52103191672533,1,0,2.55533362009855,-0.404761904761904,0,5.47571490021118
"mongolia","2020-04",0,30,30,0,0,60,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",8,3287242,2.43365106676052,1,1,3.40711149346474,-0.285714285714287,0,1.52103191672533
"mongolia","2020-05",0,31,31,0,0,65,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",21,3287242,6.38833405024638,1,0.166666666666667,6.75338171026045,-0.0540540540540534,0,2.43365106676052
"mongolia","2020-05",0,31,31,0,0,65,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",7,3287242,2.12944468341546,1,0.399999999999999,2.55533362009855,-0.166666666666666,0,6.38833405024638
"mongolia","2020-05",0,31,31,0,0,65,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",13,3287242,3.95468298348585,1,0.625000000000002,3.40711149346474,0.160714285714284,0,2.12944468341546
"mongolia","2020-06",0,0,0,0,0,60,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",18,3287242,5.47571490021118,0,-0.142857142857143,6.75338171026045,-0.189189189189189,0,3.95468298348585
"mongolia","2020-06",0,0,0,0,0,60,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",7,3287242,2.12944468341546,0,0,2.55533362009855,-0.166666666666666,0,5.47571490021118
"mongolia","2020-06",0,0,0,0,0,60,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",11,3287242,3.34627021679572,0,-0.153846153846154,3.40711149346474,-0.0178571428571437,0,2.12944468341546
"mongolia","2020-07",0,0,0,0,0,62,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",25,3287242,7.60515958362664,0,0.388888888888889,6.75338171026045,0.126126126126126,0,3.34627021679572
"mongolia","2020-07",0,0,0,0,0,62,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",11,3287242,3.34627021679572,0,0.57142857142857,2.55533362009855,0.30952380952381,0,7.60515958362664
"mongolia","2020-07",0,0,0,0,0,62,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",14,3287242,4.25888936683092,0,0.272727272727274,3.40711149346474,0.25,0,3.34627021679572
"mongolia","2020-08",0,0,0,0,27,62,0,0,"Asia","Eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",17,3287242,5.17150851686611,0,-0.320000000000001,6.75338171026045,-0.234234234234235,0,4.25888936683092
"mongolia","2020-08",0,0,0,0,27,62,0,0,"Asia","Eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",12,3287242,3.65047660014079,0,0.0909090909090922,2.55533362009855,0.42857142857143,0,5.17150851686611
"mongolia","2020-08",0,0,0,0,27,62,0,0,"Asia","Eastern Asia","Physical asault by IPFM* (domestic violence): Female victims",5,3287242,1.52103191672533,0,-0.642857142857142,3.40711149346474,-0.553571428571428,0,3.65047660014079
"myanmar","2019-10",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",19,54473253,0.348795031572651,0,0,0.345123504924518,0.0106382978723405,0,0
"myanmar","2019-10",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",19,54473253,0.348795031572651,0,0,0.345123504924518,0.0106382978723405,0,0.348795031572651
"myanmar","2019-11",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",27,54473253,0.495656097497978,0,0.421052631578948,0.345123504924518,0.436170212765958,0,0.348795031572651
"myanmar","2019-11",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",27,54473253,0.495656097497978,0,0.421052631578948,0.345123504924518,0.436170212765958,0,0.495656097497978
"myanmar","2019-12",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",18,54473253,0.330437398331985,0,-0.333333333333334,0.345123504924518,-0.0425531914893622,0,0.495656097497978
"myanmar","2019-12",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",18,54473253,0.330437398331985,0,-0.333333333333334,0.345123504924518,-0.0425531914893622,0,0.330437398331985
"myanmar","2020-01",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",11,54473253,0.201933965647324,0,-0.388888888888889,0.345123504924518,-0.414893617021277,0,0.330437398331985
"myanmar","2020-01",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",11,54473253,0.201933965647324,0,-0.388888888888889,0.345123504924518,-0.414893617021277,0,0.201933965647324
"myanmar","2020-02",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",19,54473253,0.348795031572651,0,0.72727272727273,0.345123504924518,0.0106382978723405,0,0.201933965647324
"myanmar","2020-02",0,0,0,0,0,0,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",19,54473253,0.348795031572651,0,0.72727272727273,0.345123504924518,0.0106382978723405,0,0.348795031572651
"myanmar","2020-03",0,0,0,0.018602319,0,12,0,0,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",22,54473253,0.403867931294648,0,0.157894736842104,0.345123504924518,0.170212765957445,0,0.348795031572651
"myanmar","2020-03",0,0,0,0.018602319,0,12,0,0,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",22,54473253,0.403867931294648,0,0.157894736842104,0.345123504924518,0.170212765957445,0.018602319,0.403867931294648
"myanmar","2020-04",17,27,44,0.093011595,3,81,0,17,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",35,54473253,0.642517163423304,1.62962962962963,0.590909090909092,0.345123504924518,0.861702127659573,0.018602319,0.403867931294648
"myanmar","2020-04",17,27,44,0.093011595,3,81,0,17,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",35,54473253,0.642517163423304,1.62962962962963,0.590909090909092,0.345123504924518,0.861702127659573,0.093011595,0.642517163423304
"myanmar","2020-05",31,31,62,0,15,75,1,48,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",27,54473253,0.495656097497978,2,-0.228571428571428,0.345123504924518,0.436170212765958,0.093011595,0.642517163423304
"myanmar","2020-05",31,31,62,0,15,75,1,48,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",27,54473253,0.495656097497978,2,-0.228571428571428,0.345123504924518,0.436170212765958,0,0.495656097497978
"myanmar","2020-06",30,30,60,0,0,60,1,78,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",35,54473253,0.642517163423304,2,0.296296296296295,0.345123504924518,0.861702127659573,0,0.495656097497978
"myanmar","2020-06",30,30,60,0,0,60,1,78,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",35,54473253,0.642517163423304,2,0.296296296296295,0.345123504924518,0.861702127659573,0,0.642517163423304
"myanmar","2020-07",31,31,62,0,0,62,1,109,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",43,54473253,0.789378229348631,2,0.228571428571429,0.345123504924518,1.28723404255319,0,0.642517163423304
"myanmar","2020-07",31,31,62,0,0,62,1,109,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",43,54473253,0.789378229348631,2,0.228571428571429,0.345123504924518,1.28723404255319,0,0.789378229348631
"myanmar","2020-08",31,31,62,0,0,62,1,140,"Asia","South-eastern Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",18,54473253,0.330437398331985,2,-0.581395348837209,0.345123504924518,-0.0425531914893622,0,0.789378229348631
"myanmar","2020-08",31,31,62,0,0,62,1,140,"Asia","South-eastern Asia","Sexual violence by IPFM* (domestic violence): Female victims",18,54473253,0.330437398331985,2,-0.581395348837209,0.345123504924518,-0.0425531914893622,0,0.330437398331985
"namibia","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",228,2548663,89.4586691139629,0,0,89.3017240804296,0.00175746924428831,0,0
"namibia","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",5,2548663,1.96181291916585,0,0,1.64792285209931,0.19047619047619,0,89.4586691139629
"namibia","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",31,2548663,12.1632400988283,0,0,15.8514483868601,-0.232673267326732,0,1.96181291916585
"namibia","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",178,2548663,69.8405399223044,0,0,66.7801117684056,0.0458284371327858,0,12.1632400988283
"namibia","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",247,2548663,96.9135582067931,0,0.0833333333333329,89.3017240804296,0.0852372583479785,0,69.8405399223044
"namibia","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",5,2548663,1.96181291916585,0,0,1.64792285209931,0.19047619047619,0,96.9135582067931
"namibia","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",52,2548663,20.4028543593249,0,0.67741935483871,15.8514483868601,0.287128712871288,0,1.96181291916585
"namibia","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",176,2548663,69.055814754638,0,-0.0112359550561805,66.7801117684056,0.0340775558166863,0,20.4028543593249
"namibia","2019-12",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",264,2548663,103.583722131957,0,0.0688259109311742,89.3017240804296,0.159929701230228,0,69.055814754638
"namibia","2019-12",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",5,2548663,1.96181291916585,0,0,1.64792285209931,0.19047619047619,0,103.583722131957
"namibia","2019-12",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",52,2548663,20.4028543593249,0,0,15.8514483868601,0.287128712871288,0,1.96181291916585
"namibia","2019-12",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",194,2548663,76.1183412636351,0,0.102272727272728,66.7801117684056,0.139835487661575,0,20.4028543593249
"namibia","2020-01",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",207,2548663,81.2190548534663,0,-0.215909090909091,89.3017240804296,-0.0905096660808436,0,76.1183412636351
"namibia","2020-01",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",5,2548663,1.96181291916585,0,0,1.64792285209931,0.19047619047619,0,81.2190548534663
"namibia","2020-01",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",37,2548663,14.5174156018273,0,-0.28846153846154,15.8514483868601,-0.0841584158415853,0,1.96181291916585
"namibia","2020-01",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",155,2548663,60.8162004941414,0,-0.201030927835052,66.7801117684056,-0.0893066980023506,0,14.5174156018273
"namibia","2020-02",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",192,2548663,75.3336160959688,0,-0.0724637681159414,89.3017240804296,-0.156414762741652,0,60.8162004941414
"namibia","2020-02",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",1,2548663,0.392362583833171,0,-0.799999999999999,1.64792285209931,-0.761904761904761,0,75.3336160959688
"namibia","2020-02",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",30,2548663,11.7708775149951,0,-0.18918918918919,15.8514483868601,-0.257425742574259,0,0.392362583833171
"namibia","2020-02",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",148,2548663,58.0696624073092,0,-0.0451612903225807,66.7801117684056,-0.130434782608696,0,11.7708775149951
"namibia","2020-03",5,5,10,0,0,0,0,5,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",200,2548663,78.4725167666341,2,0.0416666666666659,89.3017240804296,-0.121265377855888,0,58.0696624073092
"namibia","2020-03",5,5,10,0,0,0,0,5,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",6,2548663,2.35417550299902,2,4.99999999999998,1.64792285209931,0.428571428571428,0,78.4725167666341
"namibia","2020-03",5,5,10,0,0,0,0,5,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",39,2548663,15.3021407694937,2,0.300000000000006,15.8514483868601,-0.0346534653465321,0,2.35417550299902
"namibia","2020-03",5,5,10,0,0,0,0,5,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",139,2548663,54.5383991528107,2,-0.0608108108108103,66.7801117684056,-0.18331374853114,0,15.3021407694937
"namibia","2020-04",30,30,60,0,2,14,1,35,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",94,2548663,36.882082880318,2,-0.53,89.3017240804296,-0.586994727592267,0,54.5383991528107
"namibia","2020-04",30,30,60,0,2,14,1,35,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",4,2548663,1.56945033533268,2,-0.333333333333333,1.64792285209931,-0.0476190476190476,0,36.882082880318
"namibia","2020-04",30,30,60,0,2,14,1,35,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",27,2548663,10.5937897634956,2,-0.30769230769231,15.8514483868601,-0.331683168316832,0,1.56945033533268
"namibia","2020-04",30,30,60,0,2,14,1,35,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",59,2548663,23.1493924461571,2,-0.575539568345323,66.7801117684056,-0.653349001175088,0,10.5937897634956
"namibia","2020-05",6,31,37,0,0,58,1,41,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",89,2548663,34.9202699611522,1.19354838709677,-0.0531914893617008,89.3017240804296,-0.60896309314587,0,23.1493924461571
"namibia","2020-05",6,31,37,0,0,58,1,41,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",3,2548663,1.17708775149951,1.19354838709677,-0.25,1.64792285209931,-0.285714285714286,0,34.9202699611522
"namibia","2020-05",6,31,37,0,0,58,1,41,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",14,2548663,5.49307617366439,1.19354838709677,-0.481481481481481,15.8514483868601,-0.653465346534653,0,1.17708775149951
"namibia","2020-05",6,31,37,0,0,58,1,41,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",66,2548663,25.8959305329893,1.19354838709677,0.11864406779661,66.7801117684056,-0.612220916568742,0,5.49307617366439
"namibia","2020-06",0,30,30,0,0,60,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",134,2548663,52.5765862336449,1,0.50561797752809,89.3017240804296,-0.411247803163444,0,25.8959305329893
"namibia","2020-06",0,30,30,0,0,60,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",7,2548663,2.74653808683219,1,1.33333333333333,1.64792285209931,0.666666666666667,0,52.5765862336449
"namibia","2020-06",0,30,30,0,0,60,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",28,2548663,10.9861523473288,1,1,15.8514483868601,-0.306930693069306,0,2.74653808683219
"namibia","2020-06",0,30,30,0,0,60,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",88,2548663,34.527907377319,1,0.333333333333331,66.7801117684056,-0.482961222091657,0,10.9861523473288
"namibia","2020-07",0,31,31,3.11459,0,62,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",156,2548663,61.2085630779746,1,0.164179104477611,89.3017240804296,-0.314586994727592,0,34.527907377319
"namibia","2020-07",0,31,31,3.11459,0,62,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",7,2548663,2.74653808683219,1,0,1.64792285209931,0.666666666666667,3.11459,61.2085630779746
"namibia","2020-07",0,31,31,3.11459,0,62,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",29,2548663,11.3785149311619,1,0.0357142857142793,15.8514483868601,-0.282178217821785,3.11459,2.74653808683219
"namibia","2020-07",0,31,31,3.11459,0,62,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",111,2548663,43.5522468054819,1,0.261363636363636,66.7801117684056,-0.347826086956522,3.11459,11.3785149311619
"namibia","2020-08",0,31,31,24.91671995,0,62,0,0,"Africa","Sub-Saharan Africa","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",177,2548663,69.4481773384712,1,0.134615384615385,89.3017240804296,-0.22231985940246,3.11459,43.5522468054819
"namibia","2020-08",0,31,31,24.91671995,0,62,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",5,2548663,1.96181291916585,1,-0.285714285714286,1.64792285209931,0.19047619047619,24.91671995,69.4481773384712
"namibia","2020-08",0,31,31,24.91671995,0,62,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",28,2548663,10.9861523473288,1,-0.0344827586206837,15.8514483868601,-0.306930693069306,24.91671995,1.96181291916585
"namibia","2020-08",0,31,31,24.91671995,0,62,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",128,2548663,50.2224107306458,1,0.153153153153153,66.7801117684056,-0.247943595769683,24.91671995,10.9861523473288
"new zealand","2019-10",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1000,4829021,207.081311098047,0,0,221.53558661269,-0.0652458403439875,0,0
"new zealand","2019-10",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",39,4829021,8.07617113282382,0,0,9.64998909716897,-0.163090128755364,0,207.081311098047
"new zealand","2019-10",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",202,4829021,41.8304248418054,0,0,44.7709794593976,-0.0656799259944492,0,8.07617113282382
"new zealand","2019-10",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",753,4829021,155.932227256829,0,0,166.203460287292,-0.0617991527535514,0,41.8304248418054
"new zealand","2019-11",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1127,4829021,233.380637607498,0,0.126999999999995,221.53558661269,0.0534679379323217,0,155.932227256829
"new zealand","2019-11",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence by IPFM* (domestic violence): Female victims",69,4829021,14.2886104657652,0,0.769230769230767,9.64998909716897,0.480686695278969,0,233.380637607498
"new zealand","2019-11",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Male victims",222,4829021,45.9720510637663,0,0.0990099009900982,44.7709794593976,0.0268270120259017,0,14.2886104657652
"new zealand","2019-11",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Physical asault by IPFM* (domestic violence): Female victims",830,4829021,171.877488211379,0,0.102257636122181,166.203460287292,0.0341390480936974,0,45.9720510637663
"new zealand","2019-12",0,0,0,0,0,0,0,0,"Oceania","Australia and New Zealand","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1188,4829021,246.012597584479,0,0.054125998225378,221.53558661269,0.110487941671339,0,171.877488211379
