"Region","Sub.region","Entity","Indicator","n_missing","Month","Violence_Value"
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",18
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",25
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",17
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",6
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",9
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",10
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",8
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",9
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",5
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",5
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",7
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",7
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",11
"Asia","Eastern Asia","MONGOLIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",12
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",10
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",19
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",15
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",7
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",5
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",4
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",8
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",13
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",11
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",14
"Asia","Eastern Asia","MONGOLIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",5
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",19
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",27
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",18
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",11
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",19
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",22
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",35
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",27
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",35
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",43
"Asia","South-eastern Asia","MYANMAR","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",18
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",19
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",27
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",18
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",11
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",19
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",22
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",35
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",27
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",35
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",43
"Asia","South-eastern Asia","MYANMAR","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",18
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",228
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",247
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",264
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",207
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",192
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",200
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",94
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",89
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",134
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",156
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",177
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",5
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",5
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",5
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",5
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",1
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",6
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",4
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",3
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",7
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",7
"Africa","Sub-Saharan Africa","NAMIBIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",5
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",31
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",52
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",52
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",37
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",30
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",39
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",27
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",14
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",28
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",29
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",28
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",178
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",176
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",194
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",155
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",148
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",139
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",59
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",66
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",88
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",111
"Africa","Sub-Saharan Africa","NAMIBIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",128
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",1000
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",1127
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",1188
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",1055
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",979
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",991
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",824
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",803
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",820
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",784
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",631
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",39
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",69
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",54
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",32
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",39
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",33
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",21
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",26
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",26
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",18
"Oceania","Australia and New Zealand","NEW ZEALAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",10
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",202
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",222
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",237
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",198
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",222
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",202
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",167
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",156
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",176
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",144
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",110
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",753
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",830
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",893
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",820
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",717
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",754
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",635
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",618
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",616
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",622
"Oceania","Australia and New Zealand","NEW ZEALAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",510
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",9895
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",10508
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",11642
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",13018
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",12409
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",9750
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",4191
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",5225
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",6730
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",7633
"Americas","Latin America and the Caribbean","PERU","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",7799
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-10",9
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-11",11
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-12",10
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-01",13
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-02",17
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-03",11
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-04",5
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-05",7
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-06",11
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-07",11
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-08",12
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",195
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",200
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",155
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",216
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",231
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",183
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",90
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",104
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",177
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",184
"Americas","Latin America and the Caribbean","PERU","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",188
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",1343
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",1380
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",2131
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",1023
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",1174
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",1164
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",863
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",1171
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",2127
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",1101
"Europe","Eastern Europe","POLAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",1148
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-10",32
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-11",40
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2019-12",62
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-01",36
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-02",32
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-03",24
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-04",36
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-05",43
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-06",52
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-07",29
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Male victims",0,"2020-08",28
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",245
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",255
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",455
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",212
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",187
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",190
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",170
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",165
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",328
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",170
"Europe","Eastern Europe","POLAND","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",136
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",1056
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",1031
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",1609
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",1060
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",954
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",995
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",737
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",957
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",1586
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",670
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",690
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",418
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",386
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",565
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",478
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",388
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",397
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",269
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",379
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",643
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",287
"Europe","Eastern Europe","POLAND","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",277
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",502
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",432
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",520
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",486
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",386
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",399
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",350
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",459
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",440
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",450
"Europe","Southern Europe","SERBIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",451
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",7925
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",7479
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",7732
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",7422
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",7622
"Europe","Southern Europe","SPAIN","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",6341
