Entity,Month,Total_lockdown_length,Total_stay_at_home_requirements,Lockdown_severity,Monthly_death_rates_per_million_people,Monthly_income_support,Monthly_workplace_closures_severity,previous_month_connected_lockdown,long_lockdown,Region,Sub.region,Indicator,Violence_Value,Population,Violence_per_million_people,lockdown_intensity_per_day,dv_percent_change_prev,pre_march_avg_dv,dv_percent_change_baseline,lag_deaths_per_million,lag_violence,Month_date,Year,Month_num,pandemic_period,is_pandemic,months_since_pandemic,policy_economic_interaction,policy_health_interaction,cumulative_stress_interaction,prev_lockdown_intensity,lockdown_escalation,economic_support_change,cumulative_lockdown_days,cumulative_deaths,baseline_dv,dv_change_from_baseline,dv_z_score,lockdown_z_score,economic_z_score,policy_response_type,avg_economic_support,avg_lockdown_intensity,high_economic_support,high_lockdown_intensity,policy_combination
poland,2020-02,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1174,37839255,31.0259808233539,0,0.147605083088951,37.2681756022945,-0.167493972486174,0,12.6323840149601,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,37.268175602294505,-16.749397248617363,-0.37134203439946173,-0.5571198220350404,-0.9916962524303602,Economic_Focus,27.833333333333332,0.7722222222222217,0,0,Low_Lock_Low_Econ
serbia,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,386,8731081,44.2098750429643,0,-0.205761316872429,53.2809167616244,-0.17024935511608,0,55.663210546323,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,53.28091676162436,-17.024935511607957,-1.1303395723976264,-0.83296331194755,-0.799966784075718,Economic_Focus,31.166666666666668,1.7017710309930434,0,0,Low_Lock_Low_Econ
spain,2020-02,0,0,0,0.020908106,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7622,46757980,163.009608199499,0,0.0269469145782842,163.309022331589,-0.00183342063907681,0,128.491436114221,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0.020908106,163.3090223315892,-0.18334206390768126,-0.17411342953882716,-0.9888913208751487,-0.9922229021396616,Economic_Focus,54.5,1.6226958525345616,0,0,Low_Lock_Low_Econ
sweden,2020-02,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1836,10110233,181.59818868665,0,-0.0102425876010788,177.048343000601,0.0256983240223454,0,131.352066762457,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,177.0483430006012,2.5698324022345402,-0.370149672237858,-0.9486832980505138,-0.932146261409873,Quick_Strong,57.2,1,0,0,Low_Lock_Low_Econ
uruguay,2020-02,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,289,3475842,83.1453213350894,0,-0.0170068027210885,80.9588007740283,0.0270078180525938,0,111.915328717473,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,80.95880077402826,2.7007818052593784,0.7441676684315075,-1.0259184095890768,-0.8801398947088243,Quick_Strong,33.166666666666664,1.0611111111111118,0,0,Low_Lock_Low_Econ
albania,2020-03,19,19,38,3.53661568,13,42,0,19,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,90,2877239,31.2799875158094,2,0,35.2421192678119,-0.112426035502959,0,31.2799875158094,2020-03-01,2020,3,early_pandemic,1,0,26,7.07323136,0,0,2,13,19,3.53661568,35.24211926781194,-11.242603550295893,-0.9221815712364172,1.3524068651867784,-0.27903628585084794,Economic_Focus,34.5,1.5,0,1,High_Lock_Low_Econ
bosnia and herzegovina,2020-03,12,12,36,3.74441847,31,45,0,12,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,49,3277152,14.9520071086114,3,-0.140350877192979,11.6564626846725,0.282722513089009,3.74441847,26.8525841950572,2020-03-01,2020,3,early_pandemic,1,0,93,11.23325541,44.93302164,0,3,31,12,3.74441847,11.656462684672528,28.27225130890089,0.9201575383978569,1.5450037790309408,1.4971650469047795,Economic_Focus,30.5,2.883333333333335,1,1,High_Lock_High_Econ
chile,2020-03,7,7,14,0.409144696,0,37,0,7,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9578,19144605,500.297603424046,2,-0.032427517931104,540.61183294197,-0.0745714893041407,0,192.221255021976,2020-03-01,2020,3,early_pandemic,1,0,0,0.818289392,0,0,2,0,7,0.409144696,540.61183294197,-7.457148930414066,-0.2680806591726439,1.4638501094227998,-0.37796447300922725,Gradual_Moderate,14.5,2,0,1,High_Lock_Low_Econ
croatia,2020-03,12,12,24,1.53570988,15,48,0,12,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,209,4100719,50.9666719421643,2,-0.0585585585585587,45.2115836271639,0.127292340884574,0,35.1157931084768,2020-03-01,2020,3,early_pandemic,1,0,30,3.07141976,0,0,2,15,12,1.53570988,45.21158362716392,12.729234088457408,-0.17067322320431902,1.5479319214783502,-0.45796347658836145,Economic_Focus,53.5,1.3870967741935483,0,1,High_Lock_Low_Econ
czechia,2020-03,17,17,34,2.623400814,2,56,0,17,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,406,10701777,37.9376247514782,2,-0.348314606741573,63.4240463055809,-0.401841620626151,0,12.7081698674902,2020-03-01,2020,3,early_pandemic,1,0,4,5.246801628,0,0,2,2,17,2.623400814,63.42404630558085,-40.1841620626151,-0.7864766412412237,1.458029608799509,-0.3423052050339373,Economic_Focus,31,1.833333333333335,0,1,High_Lock_Low_Econ
eswatini,2020-03,5,5,10,0,0,5,0,5,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2144,1162233,1844.7247668927,2,-0.184170471841704,2195.08480657493,-0.159611163374098,0,2261.16449971735,2020-03-01,2020,3,early_pandemic,1,0,0,0,0,0,2,0,5,0,2195.084806574928,-15.961116337409651,-0.11809364391229701,0.937419007048873,NA,Gradual_Moderate,0,1.9247311827956983,0,1,High_Lock_Low_Econ
georgia,2020-03,9,23,33,0,0,49,0,9,Asia,Western Asia,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,466,3987805,116.856265539564,1.43478260869565,0.0309734513274389,110.787764196093,0.0547759167043951,0,113.34556228301,2020-03-01,2020,3,early_pandemic,1,0,0,0,0,0,1.43478260869565,0,9,0,110.78776419609267,5.477591670439512,0.5194271742152767,2.041241452319315,NA,Gradual_Moderate,0,1.43478260869565,0,1,High_Lock_Low_Econ
greece,2020-03,9,9,18,4.03364132,14,40,0,9,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,167,10413936,16.0362037946075,2,-0.0290697674418607,18.0719374499709,-0.112646121147716,4.03364132,33.6088103479799,2020-03-01,2020,3,early_pandemic,1,0,28,8.06728264,36.30277188,0,2,14,9,4.03364132,18.07193744997086,-11.264612114771595,-0.7590256052321026,1.3261262619986944,-0.22809937159415647,Economic_Focus,39.4,1.587096774193548,0,1,High_Lock_Low_Econ
guatemala,2020-03,10,10,20,0.056029227,0,45,0,10,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,97,17971382,5.39747026689433,2,0.127906976744186,4.08427131536128,0.321525885558583,0,4.11765772938331,2020-03-01,2020,3,early_pandemic,1,0,0,0.112058454,0,0,2,0,10,0.056029227,4.084271315361278,32.152588555858266,-0.02125639781003315,0.8703882797784893,-0.8016354838487111,Economic_Focus,22.166666666666668,2,0,1,High_Lock_Low_Econ
guyana,2020-03,0,6,6,1.2171551,0,12,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,114,787215,144.814313751643,1,0.199999999999998,189.528908874958,-0.235924932975874,0,95.2725748366075,2020-03-01,2020,3,early_pandemic,1,0,0,1.2171551,0,0,1,0,0,1.2171551,189.528908874958,-23.592493297587406,-0.6340731524979076,0.7597155223421114,NA,Gradual_Moderate,0,1.466666666666665,0,0,Low_Lock_Low_Econ
iceland,2020-03,0,0,0,5.258702,22,32,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,77,341628,225.391361363823,0,0.0131578947368444,234.758275082839,-0.0399002493765569,0,222.46420082663,2020-03-01,2020,3,early_pandemic,1,0,0,0,0,0,0,22,0,5.258702,234.7582750828386,-3.990024937655688,-0.6672713157772688,NA,-0.2545189766388514,Quick_Strong,54.666666666666664,0,0,0,Low_Lock_Low_Econ
latvia,2020-03,0,19,19,0,36,27,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,10,1882408,5.31234461392004,1,-0.230769230769232,6.79980110581766,-0.218750000000001,0,5.84357907531205,2020-03-01,2020,3,early_pandemic,1,0,36,0,0,0,1,36,0,0,6.7998011058176555,-21.875000000000057,-1.4045830467984237,0.8703882797784893,1.1949333088705083,Gradual_Moderate,20.666666666666668,1,1,0,Low_Lock_High_Econ
lithuania,2020-03,0,16,16,1.4200148,0,48,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,652,2715340,240.117259717015,1,0.101351351351348,235.918890452024,0.0177958164221037,1.4200148,254.480101939352,2020-03-01,2020,3,early_pandemic,1,0,0,1.4200148,0,0,1,0,0,1.4200148,235.91889045202439,1.7795816422103692,-0.4074989719663778,1.044465935734187,-0.8636009409526659,Quick_Strong,49,0.8333333333333334,0,0,Low_Lock_Low_Econ
mongolia,2020-03,0,31,31,0,0,62,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11,3287242,3.34627021679572,1,-0.266666666666666,6.75338171026045,-0.504504504504505,0,1.52103191672533,2020-03-01,2020,3,early_pandemic,1,0,0,0,0,1,0,0,0,0,6.753381710260454,-50.450450450450454,-1.5803488531025336,1.044465935734187,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-03,0,0,0,0.018602319,0,12,0,0,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,22,54473253,0.403867931294648,0,0.157894736842104,0.345123504924518,0.170212765957445,0,0.348795031572651,2020-03-01,2020,3,early_pandemic,1,0,0,0,0,0,0,0,0,0.018602319,0.3451235049245178,17.021276595744528,-0.30547481854704456,-0.8657053056756351,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,0,Low_Lock_Low_Econ
namibia,2020-03,5,5,10,0,0,0,0,5,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,200,2548663,78.4725167666341,2,0.0416666666666659,89.3017240804296,-0.121265377855888,0,58.0696624073092,2020-03-01,2020,3,early_pandemic,1,0,0,0,0,0,2,0,5,0,89.30172408042962,-12.126537785588768,0.33301093075194377,1.5786330549191987,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,1,High_Lock_Low_Econ
new zealand,2020-03,9,11,20,0.19486795,30,27,0,9,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,991,4829021,205.217579298164,1.81818181818182,0.0122574055158296,221.53558661269,-0.0736586277808942,0,148.477300057299,2020-03-01,2020,3,early_pandemic,1,0,54.5454545454546,0.354305363636364,0,0,1.81818181818182,30,9,0.19486795,221.5355866126902,-7.365862778089421,0.378319995983159,1.121600094857041,-0.017820433599234742,Economic_Focus,56,1.3030303030303032,0,1,High_Lock_Low_Econ
peru,2020-03,17,17,48,2.837906469,16,48,0,17,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9750,33050211,295.005680901704,2.82352941176471,-0.214279958094932,347.785979339134,-0.151760857461026,0,6.98936536290192,2020-03-01,2020,3,early_pandemic,1,0,45.17647058823536,8.012912383058836,0,0,2.82352941176471,16,17,2.837906469,347.7859793391336,-15.176085746102594,0.26470021686976575,1.2089352038808874,0.04157778426915047,Minimal_Response,28.166666666666668,2.3576850094876667,0,1,High_Lock_Low_Econ
poland,2020-03,1,1,2,0.807592644,14,36,0,1,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1164,37839255,30.7617050071414,2,-0.00851788756388239,37.2681756022945,-0.174585165224791,0,10.2539016690471,2020-03-01,2020,3,early_pandemic,1,0,28,1.615185288,0,0,2,14,1,0.807592644,37.268175602294505,-17.45851652247908,-0.3952155725548865,2.088197318562995,-0.07719791186583641,Economic_Focus,27.833333333333332,0.7722222222222217,0,1,High_Lock_Low_Econ
serbia,2020-03,17,17,48,2.35599974,1,38,0,17,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,399,8731081,45.6988086584009,2.82352941176471,0.0336787564766835,53.2809167616244,-0.142304385210663,0,44.2098750429643,2020-03-01,2020,3,early_pandemic,1,0,2.82352941176471,6.65223456000001,0,0,2.82352941176471,1,17,2.35599974,53.28091676162436,-14.230438521066297,-0.8733625312961036,1.7007559762809412,-0.7529099144242051,Economic_Focus,31.166666666666668,1.7017710309930434,0,1,High_Lock_Low_Econ
spain,2020-03,18,18,36,179.3079146,28,43,0,18,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,6341,46757980,135.613215113228,2,-0.168066124376804,163.309022331589,-0.169591409114718,0.020908106,132.554913621162,2020-03-01,2020,3,early_pandemic,1,0,56,358.6158292,0.376345908,0,2,28,18,179.328822706,163.3090223315892,-16.959140911471827,-1.3435282701640732,1.2456215963455168,-0.05765209523135647,Economic_Focus,54.5,1.6226958525345616,0,1,High_Lock_Low_Econ
sweden,2020-03,0,7,7,27.08040211,42,16,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1915,10110233,189.412054103995,1,0.0430283224400874,177.048343000601,0.0698324022346361,0,129.472782674742,2020-03-01,2020,3,early_pandemic,1,0,42,27.08040211,0,0,1,42,0,27.08040211,177.0483430006012,6.983240223463608,0.1538973547655304,0.9486832980505138,0.43673985674448584,Quick_Strong,57.2,1,1,0,Low_Lock_High_Econ
uruguay,2020-03,0,19,19,0,14,17,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,282,3475842,81.1314208183226,1,-0.0242214532871965,80.9588007740283,0.00213219616204728,0,82.8576212612656,2020-03-01,2020,3,early_pandemic,1,0,14,0,0,0,1,14,0,0,80.95880077402826,0.21321961620472843,0.51218017665327,0.7466107797533064,-0.19902660935626676,Quick_Strong,33.166666666666664,1.0611111111111118,0,0,Low_Lock_Low_Econ
albania,2020-04,30,30,60,7.07323136,46,60,1,49,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,96,2877239,33.3653200168634,2,0.066666666666668,35.2421192678119,-0.0532544378698217,3.53661568,31.2799875158094,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,92,14.14646272,106.09847040000001,2,0,33,49,10.60984704,35.24211926781194,-5.325443786982169,-0.7325741453747209,1.3524068651867784,1.3036226479594306,Economic_Focus,34.5,1.5,1,1,High_Lock_High_Econ
bosnia and herzegovina,2020-04,30,30,83,16.53784835,30,90,1,42,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,40,3277152,12.2057200886624,2.76666666666667,-0.183673469387753,11.6564626846725,0.0471204188481733,16.53784835,26.2422981906241,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,83.0000000000001,45.754713768333396,496.13545050000005,3,-0.23333333333332984,-1,42,20.28226682,11.656462684672528,4.712041884817326,1.72601463790127e-14,1.37934691869721,1.429984564030847,Economic_Focus,30.5,2.883333333333335,0,1,High_Lock_Low_Econ
chile,2020-04,30,30,60,10.637762405,29,60,1,37,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7776,19144605,406.171869307306,2,-0.188139486322824,540.61183294197,-0.248681133934956,0.409144696,189.400617040675,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,58,21.27552481,12.274340879999999,2,0,29,37,11.046907101,540.61183294197,-24.868113393495577,-1.9120132964131866,1.4638501094227998,2.2677868380553634,Gradual_Moderate,14.5,2,0,1,High_Lock_Low_Econ
croatia,2020-04,30,30,60,15.6130503,60,86,1,42,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,190,4100719,46.3333381292403,2,-0.0909090909090902,45.2115836271639,0.0248112189859772,1.53570988,39.7491269214009,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,120,31.2261006,46.0712964,2,0,45,42,17.14876018,45.21158362716392,2.4811218985977197,-0.5854488470380693,1.5479319214783502,0.9951898625862469,Economic_Focus,53.5,1.3870967741935483,1,1,High_Lock_High_Econ
czechia,2020-04,20,30,50,19.300734654,60,79,1,37,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,354,10701777,33.0786186256731,1.66666666666667,-0.12807881773399,63.4240463055809,-0.478453038674033,2.623400814,8.50326072015891,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,100.0000000000002,32.16789109000006,52.46801628,2,-0.33333333333332993,58,37,21.924135468,63.42404630558085,-47.845303867403324,-1.0226467202280016,1.1081025026876303,2.040139022002266,Economic_Focus,31,1.833333333333335,1,1,High_Lock_High_Econ
eswatini,2020-04,30,30,60,0.82043004,0,58,1,35,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1646,1162233,1416.23925667228,2,-0.232276119402986,2195.08480657493,-0.354813421135152,0,1844.7247668927,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,0,1.64086008,0,2,0,0,35,0.82043004,2195.084806574928,-35.4813421135154,-1.2900446970855637,0.937419007048873,NA,Gradual_Moderate,0,1.9247311827956983,0,1,High_Lock_Low_Econ
greece,2020-04,30,30,60,8.8355953,30,60,1,39,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,157,10413936,15.0759520703795,2,-0.0598802395209583,18.0719374499709,-0.165781083953242,8.8355953,32.1684327616379,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,60,17.6711906,265.067859,2,0,16,39,12.869236619999999,18.07193744997086,-16.578108395324215,-0.898296358485699,1.3261262619986944,0.4121795662140021,Economic_Focus,39.4,1.587096774193548,0,1,High_Lock_Low_Econ
guatemala,2020-04,30,30,60,1.008525608,10,87,1,40,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,113,17971382,6.28777464081505,2,0.164948453608248,4.08427131536128,0.539509536784742,0.056029227,4.50716589297362,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,20,2.017051216,1.68087681,2,0,10,40,1.064554835,4.084271315361278,53.9509536784742,0.6022646046175556,0.8703882797784893,-0.1386286926956418,Economic_Focus,22.166666666666668,2,0,1,High_Lock_Low_Econ
guyana,2020-04,28,30,58,8.5200857,0,68,0,28,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,103,787215,130.841002775608,1.93333333333333,-0.0964912280701705,189.528908874958,-0.30965147453083,1.2171551,109.245885812643,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,0,16.47216568666664,34.080342800000004,1,0.93333333333333,0,28,9.737240799999999,189.528908874958,-30.965147453082974,-0.9299739569969101,1.9802420992195966,NA,Gradual_Moderate,0,1.466666666666665,0,1,High_Lock_Low_Econ
iceland,2020-04,0,0,0,21.034808,60,60,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,102,341628,298.570374793635,0,0.324675324675322,234.758275082839,0.271820448877805,5.258702,225.391361363823,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,0,0,0,0,0,38,0,26.29351,234.7582750828386,27.18204488778049,1.4419196248980106,NA,0.9825616307453338,Quick_Strong,54.666666666666664,0,1,0,Low_Lock_High_Econ
latvia,2020-04,0,30,30,6.9111588,60,60,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11,1882408,5.84357907531205,1,0.100000000000001,6.79980110581766,-0.140625,0,4.78111015252804,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,60,6.9111588,0,1,0,24,0,6.9111588,6.7998011058176555,-14.062499999999966,-0.786566506207112,0.8703882797784893,2.3547215204212955,Gradual_Moderate,20.666666666666668,1,1,0,Low_Lock_High_Econ
lithuania,2020-04,0,30,30,9.9401037,48,86,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,672,2715340,247.482819831034,1,0.0306748466257674,235.918890452024,0.0490165469871994,9.9401037,262.213940059072,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,48,9.9401037,0,1,0,48,0,11.3601185,235.91889045202439,4.901654698719943,-0.2159396261702158,1.044465935734187,0.687355850962326,Quick_Strong,49,0.8333333333333334,1,0,Low_Lock_High_Econ
mongolia,2020-04,0,30,30,0,0,60,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,18,3287242,5.47571490021118,1,0.636363636363637,6.75338171026045,-0.189189189189189,0,1.21682553338026,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,0,0,0,1,0,0,0,0,6.753381710260454,-18.9189189189189,-0.3634802362135821,1.044465935734187,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-04,17,27,44,0.093011595,3,81,0,17,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,35,54473253,0.642517163423304,1.62962962962963,0.590909090909092,0.345123504924518,0.861702127659573,0.018602319,0.403867931294648,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,4.88888888888889,0.15157445111111115,0.31623942299999996,0,1.62962962962963,3,17,0.11161391400000001,0.3451235049245178,86.17021276595732,1.0596157768350507,0.7458384171974705,0.30151134457776363,Gradual_Moderate,3,1.6049382716049383,0,1,High_Lock_Low_Econ
namibia,2020-04,30,30,60,0,2,14,1,35,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,94,2548663,36.882082880318,2,-0.53,89.3017240804296,-0.586994727592267,0,54.5383991528107,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,4,0,0,2,0,2,35,0,89.30172408042962,-58.699472759226744,-1.4985491883837523,1.5786330549191987,3.015113445777636,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,1,High_Lock_Low_Econ
new zealand,2020-04,30,30,60,3.5076231,60,87,1,39,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,824,4829021,170.63500034479,2,-0.168516649848639,221.53558661269,-0.229762572443449,0.19486795,156.139308567927,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,120,7.0152462,5.846038500000001,1.81818181818182,0.1818181818181801,30,39,3.70249105,221.5355866126902,-22.976257244344897,-0.6159201079096448,1.3057433940126726,0.9623034143586738,Economic_Focus,56,1.3030303030303032,1,1,High_Lock_High_Econ
peru,2020-04,30,30,90,119.81939917,30,90,1,47,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,4191,33050211,126.807057298363,3,-0.570153846153847,347.785979339134,-0.635387667037863,2.837906469,5.53702970307814,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,90,359.45819751,85.13719406999999,2.82352941176471,0.17647058823528994,14,47,122.657305639,347.7859793391336,-63.53876670378631,-1.650820914653268,1.3476921559251054,0.9562890381904603,Minimal_Response,28.166666666666668,2.3576850094876667,0,1,High_Lock_Low_Econ
poland,2020-04,19,30,49,15.396363072,30,60,1,20,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,863,37839255,22.8070029391435,1.63333333333333,-0.258591065292096,37.2681756022945,-0.388030066657212,0.807592644,10.4917499036384,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,48.9999999999999,25.14739301759995,15.344260236,2,-0.36666666666667,16,20,16.203955716,37.268175602294505,-38.803006665721156,-1.113809071033322,1.6032225094533508,0.9679430487793336,Economic_Focus,27.833333333333332,0.7722222222222217,0,1,High_Lock_Low_Econ
serbia,2020-04,30,30,90,23.11824732,30,80,1,47,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,350,8731081,40.0866742617552,3,-0.122807017543859,53.2809167616244,-0.247635425623388,2.35599974,45.6988086584009,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,90,69.35474196,70.6799922,2.82352941176471,0.17647058823528994,29,47,25.47424706,53.28091676162436,-24.76354256233881,-1.841968301601852,1.859113431795218,0.6117393054696667,Economic_Focus,31.166666666666668,1.7017710309930434,0,1,High_Lock_Low_Econ
spain,2020-04,30,30,60,346.42641,60,90,1,48,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,5870,46757980,125.540068240758,2,-0.0742785049676728,163.309022331589,-0.231272917757989,179.3079146,110.269947504148,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,120,692.85282,5379.237438,2,0,32,48,525.755232706,163.3090223315892,-23.127291775798888,-1.7735004715181,1.2456215963455168,1.0104288269495638,Economic_Focus,54.5,1.6226958525345616,1,1,High_Lock_High_Econ
sweden,2020-04,0,30,30,239.6234136,60,30,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1864,10110233,184.367659973811,1,-0.026631853785897,177.048343000601,0.0413407821229083,27.08040211,131.846615206593,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,60,239.6234136,0,1,0,18,0,266.70381571,177.0483430006012,4.134078212290833,-0.18441148545179703,0.9486832980505138,1.0234053359534967,Quick_Strong,57.2,1,1,0,Low_Lock_High_Econ
uruguay,2020-04,11,30,41,4.42365234,30,30,0,11,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,294,3475842,84.5838217042086,1.36666666666667,0.042553191489361,80.9588007740283,0.0447761194029847,0,92.9271238451,2020-04-01,2020,4,early_pandemic,1,1.0183968462549278,41.0000000000001,6.045658198000015,0,1,0.36666666666667,16,11,4.42365234,80.95880077402826,4.4776119402984715,0.9098730197016826,1.3965381491788529,0.5793885739037989,Quick_Strong,33.166666666666664,1.0611111111111118,0,1,High_Lock_Low_Econ
albania,2020-05,31,31,62,1.06098471,56,62,1,80,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,127,2877239,44.1395379389755,2,0.322916666666666,35.2421192678119,0.252465483234714,7.07323136,33.3653200168634,2020-05-01,2020,5,mid_pandemic,1,2.0039421813403417,112,2.12196942,219.27017216000002,2,0,10,80,11.670831750000001,35.24211926781194,25.246548323471394,0.2470642215773555,1.3524068651867784,1.783216264265576,Economic_Focus,34.5,1.5,1,1,High_Lock_High_Econ
