description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"As of September 21, 2020, the Madrid region implements a partial lockdown on the worst-hit 37 zones of the capital. The restrictions will apply to areas where there are more than 1,000 cases per 100,000 people. The residents are only allowed to leave their zone to go to work, seek medical care or take their children to school. UPDATE: The Madrid regional government announced on September 25, 2020 that it will extend the coronavirus mobility restrictions that currently affect 37 basic health areas in the region to eight new zones.",2020-09-25,2020-09-24,2020-09-24,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"As of September 25, 2020, the Madrid region implements a partial lockdown on the worst-hit 45 zones of the capital. The restrictions will apply to areas where there are more than 1,000 cases per 100,000 people. The residents are only allowed to leave their zone to go to work, seek medical care or take their children to school.",2020-09-25,2020-09-25,2020-10-09,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,14
"On the 6th of October of 2020 the parliament of Andalusia ordered the restriction of mobility in the municipality of Linares (province of Jaen), effective from the 6th of October and for an unspecified duration.",2020-10-06,2020-10-06,NA,Spain,Provincial,1,Lockdown,NA,All (Travelers + Residents),Mandatory with Exceptions (Please list exceptions in the text entry),NA
"As of September 25, 2020, the Madrid region implements a partial lockdown on the worst-hit 45 zones of the capital. The restrictions will apply to areas where there are more than 1,000 cases per 100,000 people. The residents are only allowed to leave their zone to go to work, seek medical care or take their children to school. UPDATE: The order stayed in force until October 12, 2020. As of October 12, 2020, four new basic health zones are included, and the criteria changed.",2020-10-09,2020-10-11,2020-10-11,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,0
"As of October 12, 2020, the Madrid region implements a partial lockdown on the worst-hit zones of the capital. The restrictions will apply to areas where there are more than 750 cases per 100,000 people. The residents are only allowed to leave their zone to go to work, seek medical care or take their children to school.",2020-10-09,2020-10-12,2020-10-26,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,14
"On the 6th of October of 2020 the parliament of Andalusia ordered the restriction of mobility in the municipality of Linares (province of Jaen), effective from the 6th of October and for an unspecified duration UPDATE: The restrictions on internal mobility in / out of the municipality of Linares are lifted as of 08:00am on the 17th of October",2020-10-16,2020-10-17,2020-10-17,Spain,Provincial,1,Lockdown,NA,All (Travelers + Residents),Mandatory with Exceptions (Please list exceptions in the text entry),0
"December 21, 2020. Spain (Asturias) the President of the Principality of Asturias announces measures to contain the spread of infections caused by SARSCoV-2, within the framework of the state of alarm, during the Christmas holiday period.",2020-12-21,2020-12-21,2020-12-23,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),2
"Extremadura, Spain's Minister of Health, José María Vergeles, announced on January 5, 2021 the ""perimeter closure of the towns of Zarza la Mayor, Cabezuela del Valle, Torreorgaz, and Pueblonuevo del Guadiana"" due to high infection rates. ""This restriction is set to be in place for six days but may be extended.""",2021-01-05,2021-01-05,2021-01-11,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
"The Government of Catalonia has imposed a municipal lockdown as of January 7 , 2021 until January 18. It has decreed the closure of all non essential activities and it will not be possible to leave the municipalities during this period of time.",2021-01-05,2021-01-07,2021-01-18,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),11
"The Government of Catalonia has imposed a municipal lockdown from January 7, 2021 until January 18.This means that it will not be possible to enter or leave the municipalities,as well as the closure of all non essential activities.",2021-01-05,2021-01-07,2021-01-18,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),11
"On Jan. 4, 2021, health minister Alba Vergés announced that residents in Catalonia will not be allowed to leave their municipality of residence for 10 days from January 7 until January 17, including all days of the week.",2021-01-04,2021-01-07,2021-01-17,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),10
"January 13, 2021. Galicia (Spain) bans all non-essential travel in seven largest cities.",2021-01-13,2021-01-13,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"Galicia bans all non-essential travel in seven largest cities. UPDATE: The policy's end date has been found - October 15th, 2021.
",2021-01-13,2021-01-13,2021-10-15,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),275
"Castilla-La Mancha starting on January 18, 2021 for at least 10 days ""announced that every one of its more than 900 municipalities is being confined, and residents may only exit or enter on essential business.""",2021-01-18,2021-01-18,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"The Madrid government will place the region under a perimetral lockdown between March 17, 2021 and March 21, 2021 for the Father’s Day long weekend in accordance with the agreement reached by the Inter-Territorial Council of the National Health System, which brings together health officials from the regions and the central Health Ministry.",2021-03-17,2021-03-17,2021-03-21,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),4
"The Madrid government will place the region under a perimetral lockdown between March 26, 2021 and April 9, 2021 over the Easter holidays in accordance with the agreement reached by the Inter-Territorial Council of the National Health System, which brings together health officials from the regions and the central Health Ministry.
",2021-03-17,2021-03-26,2021-04-09,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),14
"The Catalan government (Spain) will reintroduce the county-level lockdown from Apr. 9, 2021, less than a month after mobility restrictions were eased ahead of the Easter holiday period.",2021-04-07,2021-04-09,2021-04-19,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),10
